1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
477	-0.625525	220.213174	0.005531	17.0
478	-0.436228	219.984895	0.004966	18.2
479	-0.909227	219.757246	0.005178	18.2
480	-0.773912	219.530224	0.005398	17.3
481	-0.807627	219.303826	0.005099	17.9
482	-0.853746	219.078050	0.003658	25.3
483	-0.584335	218.852893	0.010047	17.1
484	-0.742751	218.628352	0.006295	17.0
485	-0.000004	218.404424	0.000002	19.3
486	-0.793055	218.181106	0.005499	22.3
487	-0.355761	217.958397	0.004132	21.2
488	-0.688594	217.736292	0.004465	23.1
489	-0.672652	217.514790	0.002792	16.9
490	-0.474573	217.293888	0.004438	18.7
491	-0.896525	217.073584	0.007747	17.4
492	-0.607138	216.853873	0.006008	18.3
493	-0.403379	216.634755	0.004481	17.5
494	-0.466443	216.416227	0.005405	23.6
495	-0.735506	216.198285	0.009182	16.7
496	-0.577847	215.980927	0.006290	21.2
497	-0.771855	215.764151	0.003591	18.5
498	-0.957177	215.547955	0.012079	18.1
499	-0.550124	215.332335	0.006302	18.1
500	-0.634203	215.117289	0.005546	26.0
501	-0.525904	214.902815	0.002403	20.4
502	-0.707212	214.688911	0.006310	18.1
503	-0.852856	214.475573	0.007703	21.5
504	-0.325787	214.262800	0.003894	18.8
505	-0.892543	214.050588	0.016248	24.0
506	-0.329580	213.838936	0.008937	30.4
507	-0.167757	213.627842	0.002506	24.0
508	-0.524435	213.417302	0.003756	29.4
509	-0.412244	213.207314	0.005518	22.2
510	-0.752159	212.997877	0.003906	21.1
511	-0.715577	212.788987	0.004334	26.0
512	-0.206620	212.580642	0.003145	19.4
513	-0.011229	212.372841	0.000908	22.9
514	-0.852728	212.165581	0.007864	19.4
515	-0.364676	211.958859	0.004955	18.1
516	-0.003627	211.752673	0.001369	18.0
517	-0.715947	211.547021	0.007610	21.4
518	-0.751282	211.341902	0.004314	20.8
519	-0.689162	211.137311	0.010296	18.1
520	-1.113586	210.933248	0.019386	19.3
521	-0.602913	210.729710	0.004501	19.0
522	-0.417217	210.526695	0.003448	21.0
523	-0.028912	210.324200	0.000820	19.4
524	-0.851478	210.122224	0.003727	24.9
525	-0.831134	209.920765	0.004601	19.4
526	-0.025984	209.719820	0.000723	16.8
527	-0.510067	209.519387	0.005192	19.7
528	-0.713989	209.319463	0.004267	20.5
529	-0.169619	209.120048	0.003394	29.9
530	-1.026411	208.921139	0.017247	23.0
531	-0.801101	208.722733	0.009896	23.8
532	-0.616633	208.524829	0.004755	21.1
533	-1.244456	208.327425	0.019167	23.8
534	-0.767876	208.130518	0.007474	26.0
535	-0.759621	207.934107	0.004625	25.0
536	-1.011186	207.738189	0.011987	20.4
537	-1.089953	207.542762	0.014204	20.0
538	-0.571778	207.347825	0.005159	24.7
539	-0.362990	207.153376	0.003035	28.2
540	-0.698173	206.959412	0.004266	29.6
541	-0.847961	206.765932	0.005973	25.3
542	-0.956002	206.572933	0.014978	26.2
543	-0.330615	206.380414	0.004033	22.2
544	-0.000000	206.188373	0.000000	19.0
545	-0.785066	205.996807	0.006132	22.8
546	-0.203033	205.805716	0.003992	22.3
547	-0.746203	205.615096	0.003658	21.8
548	-0.852335	205.424946	0.005733	22.3
549	-0.539296	205.235265	0.005365	19.5
550	-0.146895	205.046050	0.002580	22.3
551	-0.136705	204.857299	0.003249	28.3
552	-0.155438	204.669011	0.003881	21.2
553	-0.395503	204.481184	0.003456	20.7
554	-0.833561	204.293816	0.005524	18.6
555	-0.477726	204.106905	0.005947	18.2
556	-0.767175	203.920449	0.004029	18.3
557	-0.472480	203.734447	0.004656	25.2
558	-0.848008	203.548896	0.013565	18.5
559	-0.523401	203.363795	0.003943	17.2
560	-0.953209	203.179143	0.009245	19.6
561	-0.686086	202.994937	0.005705	17.4
562	-0.839276	202.811176	0.014451	18.2
563	-0.146424	202.627857	0.002844	25.7
564	-0.726943	202.444980	0.004981	18.4
565	-0.756158	202.262543	0.004161	18.1
